"id","catalog_no","title","author_name","published_year","pages","language","status","source","category1","category2"
"2677","S0350","සීහොපම සූත්‍ර වර්ණනාව","උරාපොල වජිරවංසතිස්ස හිමි",NULL,28,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2681","S0354","සූත්‍රනිපාතය පුරාණ අර්ථව්‍යාඛ්‍යාන සහිත.","පඤ්ඤානන්ද හිමි","1914-01-01",236,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2683","S0356","සන්න සහිත අෂ්ඨිපුඤ්ජ සූත්‍රය සහ පාවෙය්‍යක සූත්‍රය",NULL,"1897-01-01",14,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2684","S0357","සන්න සහිත ආමගන්ධ සූත්‍රය","කළුතර ධම්මානන්ද හිමි","1911-01-01",38,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2685","S0358","සන්න සහිත ආලවක සූත්‍රය 3",NULL,"1897-01-01",68,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2686","S0359","සන්න සහිත ආලවක සූත්‍රය",NULL,"1910-01-01",70,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2687","S0360","සන්න සහිත ආශිර්විෂෝපම සූත්‍රය හෙවත් නයි සතරදෙනා","වලිපැන්නේ ශ්‍රී උපතිස්ස හිමි","1955-01-01",60,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2688","S0361","සන්න සහිත ආශිර්විෂෝපම සූත්‍රය",NULL,"1891-01-01",44,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2689","S0362","සන්න සහිත කාමභොගී සූත්‍රය",NULL,"1896-01-01",30,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2690","S0363","සන්න සහිත චක්‍රවර්තිසීහනාද සූත්‍රය",NULL,"1895-01-01",84,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2691","S0364","සන්න සහිත චුන්ද සූත්‍රය",NULL,"1896-01-01",12,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2692","S0365","සන්න සහිත දානුප්පත්ති සූත්‍රය","උඩුගම්පොල සවර්ණජෝති හිමි","1892-01-01",14,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2693","S0366","සන්න සහිත පරාභව සූත්‍රය","කළුතර සරානනද හිමි","1891-01-01",68,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2694","S0367","සන්න සහිත මල්ලිකොවාද සූත්‍රය",NULL,"1894-01-01",44,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2695","S0368","සන්න සහිත මහා දේවදූත සූත්‍රය",NULL,"1891-01-01",44,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2696","S0369","සන්න සහිත මහා පරිනිර්වාණ සූත්‍රය","කිත්තන්ගොඩ සරණංකර හිමි","1914-01-01",236,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2697","S0370","සන්න සහිත මහා සතිපට්ඨාන සූත්‍රය",NULL,"1883-01-01",138,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2698","S0371","සන්න සහිත මූලපරියාය සූත්‍රය","උදුගොඩ රතනපාල හිමි","1914-01-01",54,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2699","S0372","සන්න සහිත රට්ඨපාල සූත්‍රය",NULL,"1890-01-01",68,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2700","S0373","සන්න සහිත රථකාර සූත්‍රය",NULL,"1926-01-01",22,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2701","S0374","සන්න සහිත විමුක්ති සූත්‍රය",NULL,NULL,14,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2702","S0375","සන්න සහිත විශාඛුපොසථ සූත්‍රය",NULL,NULL,44,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2703","S0376","සන්න සහිත වෙරඤ්ජ සූත්‍රය","මාගම්මන මේධානන්ද හිමි","1893-01-01",36,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2704","S0377","සන්න සහිත සම්මා දිට්ඨි සූත්‍රය","මුල්ලපිටියේ මෙධාවිතිස්ස හිමි","1899-01-01",42,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2705","S0378","අටුවා සන්න සහිත අපුත්තක සූත්‍රය",NULL,"1900-01-01",20,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2706","S0379","අටුවා සන්න සහිත කර්මනිදාන සූත්‍රය",NULL,"1897-01-01",28,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2707","S0380","අර්ථකථා සහිත කායවිච්ඡන්දනික සූත්‍රය නොහොත් විජය සූත්‍රය",NULL,"1898-01-01",52,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2708","S0381","කාලදාන සූත්‍රය",NULL,"1895-01-01",14,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2709","S0382","තමොතමපරායණ සූත්‍රය",NULL,"1897-01-01",20,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2711","S0384","පදාර්ථ භාවාර්ථ සහිත විජය සූත්‍රය",NULL,NULL,42,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2712","S0385","පබ්බතුපම සූත්‍රය",NULL,"1897-01-01",18,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2713","S0386","පුරාණ සන්න සහිත අරක සූත්‍රය",NULL,"1894-01-01",16,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2714","S0387","පුරාණ සන්න සහිත උපොසථ සූත්‍රය",NULL,"1891-01-01",46,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2715","S0388","පුරාණ සන්න සහිත කසීභාරද්වාජ සූත්‍රය",NULL,"1896-01-01",32,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2716","S0389","පුරාතන සන්න සහිත ධජග්ග සූත්‍රය",NULL,"1899-01-01",22,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2717","S0390","පෙළ සහිත ඡානුස්සති සූත්‍රය සන්නය",NULL,"1895-01-01",28,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2718","S0391","පෙළ සහිත සප්තආර්‍යධන සූත්‍ර සන්නය",NULL,"1896-01-01",22,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2719","S0392","පෙළ සහිත සුමනා සූත්‍රය සන්නය",NULL,"1896-01-01",18,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2720","S0393","මෛථුනසංයෝග සූත්‍රය","තංගල්ලේ ඤාණවිමලතිස්ස හිමි","1896-01-01",18,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2721","S0394","වසල සූත්‍රය",NULL,"1898-01-01",18,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2722","S0395","විස්තර සන්න අටුවා සහිත තිරොකුඩ්ඩ සූත්‍රය සහ නිධිකණ්ඩ සූත්‍රය",NULL,"1895-01-01",30,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2723","S0396","වෙනාගපුර සූත්‍ර සන්නය",NULL,"1899-01-01",36,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2724","S0397","සන්න සහිත වච්ඡගොත්ත සූත්‍රය",NULL,"1900-01-01",16,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2725","S0398","සන්න සහිත වජ්ජ සූත්‍රය",NULL,"1896-01-01",22,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2726","S0399","සන්න සහිත වෙලාම සූත්‍රය",NULL,"1892-01-01",22,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2727","S0400","සන්න සහිත ව්‍යඝ්‍රපද්‍ය සූත්‍රය",NULL,"1900-01-01",24,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2728","S0401","සප්පුරිසදාන සූත්‍රය",NULL,"1897-01-01",26,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2729","S0402","සමචිත්ත පරියාය සූත්‍රය",NULL,"1899-01-01",24,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2730","S0403","සරභ සූත්‍රය",NULL,"1897-01-01",28,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2731","S0404","The Anguttara Nikaya","Pali Text Society","1883-01-01",140,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2732","S0405","Jathaka Tales","H T Francis and Thomas","1916-01-01",514,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2733","S0406","Monorathapurani II","Pali Text Society","1930-01-01",396,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2734","S0407","Paramattajothika Kuddaka Pata I","Pali Text Society","1915-01-01",278,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2735","S0408","Paramattajothika Suttanipatha II","Pali Text Society","1917-01-01",234,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2736","S0409","Paramattha Dipani Udanatthakatha","Pali Text Society","1926-01-01",524,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2737","S0410","Petawattu","Pali Text Society","1888-01-01",110,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2738","S0411","Saddamma Pajjothika Mahaniddesa","Pali Text Society","1931-01-01",258,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2739","S0412","Vimanavattu","Pali Text Society","1901-01-01",394,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2740","S0413","Ummagga Jathaka","TB Yatawara","1898-01-01",264,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2741","S0414","භාවසන්න සහිත මිත්තානිසංස- මොරපරිත්ත දෙසනා","පහමුනුතොට සුධම්මානන්ද හිමි","1949-01-01",36,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2742","S0415","භාවසන්න සහිත මහා මංගල සූත්‍රය","වෙඬරුවේ අනවමදර්ශී හිමි","1950-01-01",30,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2743","S0416","භාව සන්න සහිත ගිරිමානන්ද සූත්‍රය","කහටපිටියේ දේවරක්ඛිත හිමි","1950-01-01",30,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2744","S0417","භාවසන්න සහිත සච්චවිභංග සූත්‍රය","මාතර ඤාණරාම හිමි","1951-01-01",38,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
